,text
2537,"ぬいにも死にたくなる時があるのかな(……………………………………………………………………)
"
2538,"ぬいは何をしたら死ぬんだろうって考えてたんだけどそもそもぬいに命は無い
"
2539,"#私のサークルの同人誌 設営完了！本日は私と腐女子2人での対応となります！遊びに来てね～♪ サークル名：モン研究所 新刊タイトル：一織と僕 CP:腐女子x一織 ゲスト：ぬい 32P/1577円/15禁 
"
2540,"今までバカデカキャンバスでお絵かきしてたんだけど小さいサイズの方が全体見ながらかけるのでバランスが取りやすいことに気づいた もっと早く知りたかった
"
2541,"シュッとしたイケメンかけないからバナッシュめちゃくちゃかきやすい…血に馴染む…
"
2542,"A英の絵 
"
2543,"いもじゃが
"
2544,"絵師さん見る用にバナッシュアカウント作ってきた！たまになんか喋ったりするかもしれないのでバナッシュ好きな方はDMで聞いてくだされば教えます
"
2545,"朝食バナナヨーグルト…
"
2546,"間違えてセックスしちゃったらどう責任とってくれるんだ…楽くんがベッドの上で寝てたら足元のバナナの皮で滑って転んで間違えてちんちん挿さっちゃうじゃん楽くんもバナナと間違えてちんちん咥えちゃうじゃん…アイドルの同居…危険すぎる…
"
2547,"TRIGGERゆくゆくは3人一緒に老後まで仲良く暮らしてほしいんだけど単純にトップアイドル3人が同じ屋根の下で寝食を共にしているという既成事実が心臓に悪すぎるのでとりあえず今はみんな一人暮らししといてほしい
"
2548,"知りませんでしたありがとうございます🙇‍♂️調べてみたらプリンターの性能上印刷ズレが生じることもあるみたいですね。イラストはこちらから調節不可なのでツイートする際に補足しておきます！ 
"
2549,"人間かけるようになりたい…基礎のデッサン？からやったほうがいいのかなあ…
"
2550,"BLかけないしバナッシュは素敵な二次創作が沢山あってもう心が十分に満たされているので自分から何かかいたりはしないと思うというか力不足で無理(完)
"
2551,"もちろん腐女子以外の人にも観てもらいたいけど腐は愛とは何かという問いを日々模索し続けている人種であり私自身が腐女子なのでターゲットを絞った方が説得力があると判断し腐女子に呼びかける形にしました
"
2552,"フォロワーさんが私のツイートからバナナフィッシュを観てくれたぞ！やったーーーーーーーーー！！！！
"
2553,"ママが食べてあげよう
"
2554,"「モンチャン クマサン タベレナイ…」 
"
2555,"お差し入れでいただいたくまさんドーナツ…かわいすぎる… 
"
2556,"青春映画の広告か？ 
"
2557,"ちんちんに響くとかそういうのじゃねえんだ…分かるか…文学なんだ…バナナフィッシュは文学なんだ…
"
2558,"何度も言うけど腐女子はバナナフィッシュを観てくれ好きな性癖があるのは分かる私も腐女子だから分かるだけどこれは萌えとか性癖とかそういうのじゃないんだ金と欲望と血にまみれた世界でこいつだけは守らなきゃと自分の命と引き換えにしても守り抜かなきゃと愛と絆で結ばれた男と男の物語なんだ
"
2559,"Aと英の2度目のキスの薄い本1億冊欲しい
"
2560,"バッグの全面がモンチャンのモンチャン痛バですね 作ってきます 
"
2561,"リプやマシュマロでサークル参加の後押しをしてくださった方々ありがとうございますもし参加する機会がありましたらその時はよろしくお願いいたします今のところ5月に参加する確率は5%くらいです(ええ…)
"
2562,"最近リプもマシュマロもろくに返せず申し訳ありません全て読ませていただいておりますいつもありがとうございます🙇‍♂️
"
2563,"ぬいペンラ通販して 
"
2564,"うちのモンがくアイドルとしての自覚がなさすぎる
"
2565,"フォロワーさんにお土産をもらいイベントで配布されたグッズをもらい銀テを交換してもらい銀テを安全に持って帰るためのカプセルをもらい楽くんの物販購入特典の缶バッジをもらったのにもかかわらず私からお渡ししたものが１つもないということはどういうことなのか(………………)
"
2566,"衣装本とぬいペンラって通販してくれるのかな
"
2567,"TRIGGERは天くんと楽くんがシンメで楽くんと龍くんがシンメで龍くんと天くんがシンメで3人合わさるとシンメになる
"
2568,"Vibratoの個別インタビューを観たぼく「斉藤壮…菊池◯磨！！！！！」
"
2569,"巻き込まれてきたおたく(私)
"
2570,"枕元でサンバを踊るモンたまのネップリ番号です 有効期限は2月3日です 
"
2571,"OK🙆‍♂️ 
"
2572,"同人芋のネップリ番号です 
"
2573,"OK🙆‍♂️🥔🥔🥔 
"
2574,"同人誌はまだハードルが高いと思ってたんだけどグッズやちょっとしたコピー本なら私でも気軽に参加できるのでは？
"
2575,"ぼくも設営完了しましたって言ってみたい
"
2576,"芋
"
2577,"ふわふわのおててにちょんと乗る芋…とても可愛いかったです🥔今日は不参加で…リアル芋モン拝見したかったです…無念…🥔 
"
2578,"同人芋とは
"
2579,"同人芋 
"
2580,"なにこの検索履歴 
"
2581,"はじめまして！どちらのサークル様でしょうか？教えてくださると嬉しいです！芋モンに関しましては私の権利外ですので自由にしていただいて大丈夫ですが責任は一切負えませんのでご了承ください🙇‍♂️ 
"
2582,"先日のドブガチャマネージャー！おめでとうございます！ヨカッタ〜〜〜〜〜〜〜〜〜〜😭👏👏👏👏 
"
2583,"きよまろ〜〜〜！きよまろ〜〜〜！ 
"
2584,"バナッシュ10巻まで買ってしまったが？
"
2585,"大阪なおみさん優勝おめでと〜〜〜〜〜〜！！！！😂👏👏👏
"
2586,"全豪オープン決勝心臓に悪すぎる がんばえ…😭
"
2587,"たま！！！！！！！！！！！！！！！！！！！！！！！！！！ 
"
2588,"フレポガシャ1000連機能導入して
"
2589,"金色のガッシュベルおもしろい ガッシュくんかわいすぎる
"
2590,"うぬ！
"
2591,"ガッシュちゃんかわえ😭
"
2592,"本で戦うやつですよね？小学生の頃の担任が好きでよくお菓子のロボット？を作っていたのを思い出しました 声優さんはあまり詳しくないのですが大丈夫でしょうか…観てみます！ 
"
2593,"反省文のハードル低すぎて学校にクレーム入れかけた(厄介おたく)
"
2594,"純粋に応援している同性のファンがどんなラジオネームを送るのかは知らないが純粋に応援している同性のファンはラジオネームで「和泉くんと同じクラスになってみたい」などと書いたりしないのだけは分かる
"
2595,"ビッキー&ディック
"
2596,"あとアッシュくんの絵に100users入りタグをつけてくれた人誰か分かんないけどありがとう
"
2597,"先日pixivに投稿したまとめがルーキーランキングの14位に入っていました！ありがとうございました🙇‍♂️
"
2598,"ttmm先生！！！！！！！！！！
"
2599,"増田みが強すぎる 
"
2600,"いおたん絵修正したいんだけど完成した絵をいじるのめんどくさいんだよなあ 気が向けば直すかも
"
2601,"ｱｧｧｧｧｧｧｼｬﾍﾞｯﾀｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧｧ!!!!!
"
2602,"誕生日おめでと〜〜〜〜〜〜〜〜！🎉 #和泉一織生誕祭2019 
"
2603,"バナッシュ読も
"
2604,"一織誕できた！！！！！！！
"
2605,"生誕絵楽しみにしていますってリプいただいた翌日に見栄はってあまり進みませんでしたって言ったんだけど嘘 全然進んでない 
"
2606,"一織誕完成させたいしナナライ観たいしBF読みたいし猫撫でたいし
"
2607,"ドブガチャマネージャーへ 
"
2608,"待ってろフォロワー！！！！！！！！ 
"
2609,"BF5巻まで買っちまったが？
"
2610,"汚すぎて泣いた
"
2611,"モワモワのフン！(フワフワのモン)
"
2612,"有効期限は1月31日です！ 
"
2613,"🥔🐗🙆‍♂️ 
"
2614,"顔と名前を覚えている程度ですが…😂小田さくらちゃんの歌声素敵ですよね！私はまーちゃんが好きです👾 
"
2615,"さらさらパウダーシートを親指に擦り込む 
"
2616,"ライブ後SNSで『八乙女楽のハート強く握り込みすぎてただの拳になってたんだけどwww』って書きこまれるやつだ…優勝… 
"
2617,"ヨシ！！！！！！！！！！！！！！！！！！！！！！！！、！！！！！ 
"
2618,"ぼくもぬい用ペンラほしい(ぬい用ペンラではない)
"
2619,"ヨシ！！！！！！ 
"
2620,"でもRT先でティッシュ使ってる人ちょいちょいおるな シコティッシュはおたくの味方
"
2621,"思ったより拡散されててちょっと不安…同じツイートでも数人にアホだなーって思われるのと拡散されるのじゃ違ってくるからさ…私もすべすべ界隈に詳しい訳じゃなくたまたま持っていた物を使ってみただけなので手元にシコティッシュしか無い人向け&暇つぶし程度でお願いします！
"
2622,"鞘師復帰！？ナギ…😭(ナギではない)
"
2623,"※私は正気です
"
